,date,funny,business_id,text,user_id,useful,cool,stars,review_id
269802,2017-11-26,0,Dc4tY9WKJu_7ImduMDAWlQ,"This place is AWESOME! We are super picky about sushi and decided to try a new place since we moved into a new house nearby and it was delicious! The Monica roll, Screaming o, and Raider roll were my favorites! Service was decent and the chefs were a lot of fun! I highly recommend it!",LDAhtJwFyLUSAeDTV_fquw,0,0,5,xJ9c1SmegpMxo1IzRT53Ew
472360,2017-11-18,0,Dc4tY9WKJu_7ImduMDAWlQ,I found my new favorite Sushi spot! I love the originality and creativeness they put into each roll. The ingredients are very fresh and the sauces are superb! Keep it up guys!,jPjUmtnDCidKMviz3oH6Rg,1,1,5,wejDUC7RCnVawOX3_ZnC6Q
637265,2017-12-22,0,Dc4tY9WKJu_7ImduMDAWlQ,"Found my new place. Used to come here when it was The Sushi but they went downhill. Anyway, love the Happy Hour specials and I don't do all you can eat much anyway so this is perfect. Great and fresh tasing and wonderful service. Will be back.",CFcg8WuqHeDbRhRAKfvgSg,0,0,5,N_S2u7K7MhLvrMvSIuJ67Q
645796,2017-10-21,0,Dc4tY9WKJu_7ImduMDAWlQ,"When this place was The Sushi the service and food were great. We were seated immediately at the bar but then had to get the attention of a server to get drinks. After ordering we waited again for a server to bring warm miso soup that was nothing but soy bean paste.

Never saw the server again, my drink ran out and asked for a refill twice from other servers and never got one. 

Asked for the check (from another staff member) and waited 10 minutes to get it..... If i was a dishonest person, i just would have left, the staff did not seem to notice us anyway.",l6cX8Mc0N47hSqaSPi_sEw,4,0,1,O5B45HcIvHRy0ys7nqqyLA
939126,2017-10-15,3,Dc4tY9WKJu_7ImduMDAWlQ,"So I'm not a fan of writing yelp reviews but I do believe this place deserves it. After seeing on here they have ayce sushi it was a lie!!!! Don't get me wrong sushi was amazing! The hulk roll was amazing and so fresh! I had same quality at sakana and it was ayce!! 60 bucks for 3 rolls and 2 nigiri!!! Great service though looks the same as when ""The Sushi"" was there it won't last unless it goes ayce that's the truth. I'm not saying the place is bad or anything trying to downgrade. But on here and other places it does say ayce sushi and I was on date I wasn't going to just leave and ruin my chances so I caved in and stayed!!",OUqdcv1V6qSIJEGypj--6w,0,1,3,KygyhtZET1PMko9vffl6og
982945,2017-11-18,0,Dc4tY9WKJu_7ImduMDAWlQ,"If it's good quality creative sushi you are looking for then you have found the right place.  Their signature roll which features both hot and cold items in one roll has just the right amount of spice to tantalize the most critical of palate. The ""Miss Monica"" roll which features a semi-sweet sauce on the side is delightful to enjoy.  GET YOUR SUSHI ON!!!",zTY3XK307BmCZxpph9aD2A,1,0,5,7rhUktTuggxPKw767XuFXw
993938,2018-01-02,0,Dc4tY9WKJu_7ImduMDAWlQ,"Not so great. We came here for lunch today only because we discovered that Naka Sushi (located just across the street) was closed on Tuesdays. There were only 2 tables occupied, the place was dead. Bad news is that Sushi Wabi is 30-50% higher priced than Naka, the menu was much weaker and the food wasn't nearly as good. Even the miso soup was thin and prepared poorly. I would encourage that owner and the cooks to eat at Naka, compare their respective quality and pricing then make some much needed internal changes if they want to stay in business.",lVAtdUDcwWexVCdQ3nwCig,1,0,2,xDtehCoIqxlIofQPkpgGCA
1119987,2017-11-16,2,Dc4tY9WKJu_7ImduMDAWlQ,"Tl;DR This place has managed to get worse after going out of business and reopening. 
This used to be our go to for AYCE. The service was always a bit lax and nothing really stood out as being special. It was convenient and reliably mediocre. That was before they shut down as ""The Sushi"" and became ""Sushi Wabi"". It is obvious that all of their money was spent on rebranding rather than hiring a real sushi chef. The real red flag was when we asked about AYCE. We were told they do not do AYCE, but they would do it for us so we could try them. It was like pulling teeth trying to define the terms of AYCE vs. you can eat all you want. It was like being offered a bad drug for a discount in the hopes you will buy more before you leave full of shame and regret. After our waiter watched with care as our wannabe sushi chef made our ahi poke, he returned with what was truly the worst excuse for a tuna roll. Frankly the sheer lack of pride and or enthusiasm for what they do soured whatever chance they had to make at the very least an ok time. They get half a star for being open and they get the other half for being close to a few better sushi places.",JdlOwAt5Wh9xW9kjyu17kA,0,0,1,M7N1qR52qPb9HXQpqxtOOw
1134892,2017-12-18,0,Dc4tY9WKJu_7ImduMDAWlQ,Great place!!!  Awesome service.  The server went above and beyond to ensure we had a great meal.  Went back a second time with w/kids and they made roles just for them.  Will go back for sure!,88rGPQHVSbcpTHL4g-CD1A,0,0,5,qhyUsD4XbwIi6exYQw320Q
1246528,2017-10-26,2,Dc4tY9WKJu_7ImduMDAWlQ,"2.5 stars, This place should called Sushi of Mexico ALL the employees are spanish which is OK, IF the sushi was on point. The rolls had way to much sauce also tasted bland. The fried calamari was in an oil sponge the side sauce was bad. UNI was good, hard to mess that up. Employees are nice and the check was correct. The background music was spanish at times. Im pretty sure we will not be going back to SUSHIMEX...",xj_hlbvcwrxBn-S7B_ehfw,3,2,2,Q7tT4jIF-kRcQ_GawfBPvg
1578377,2018-05-04,1,Dc4tY9WKJu_7ImduMDAWlQ,"This place lacks in costumer service. The food was delicious, but the poor service makes me not want to visit this restaurant in the future.",WcLYRrXVoyCwzr1QEkFgeA,0,0,2,SxL7oyKYJJUMiBPqzYrdBA
1659171,2018-03-06,0,Dc4tY9WKJu_7ImduMDAWlQ,Such a good place. Sushi and tempura green tea ice cream was amazing! Definitely going to come back!,L5P0H5ooHSv8YZBeWgDexg,0,0,5,yFcsqrrcPbwyBd4V3XPJqQ
1693776,2017-12-03,0,Dc4tY9WKJu_7ImduMDAWlQ,"Been here a few time now. This place is great. They are very generous with the cut of your sushi. I ate the cho-toro here and it's amazing. The price is very reasonable for a high end fish. The ocean trout is a wowzer, melts in your mouth. I'm definitely coming back to this place. Keep up the good work guys.",hgR33J9Rte8FjddLQu6npw,0,1,5,p8155iGH0zzHMxuRdpsL8g
1723151,2018-01-12,0,Dc4tY9WKJu_7ImduMDAWlQ,"Dont know if management is monitoring and deleting negative reviews, but previous reviews were dishonest and very misleading. My visit was a few months back, but other yelpers said it was AYCE which its not. I live quite far from here and the only reason I tried this place was because they were doing a 50% off all rolls deal. 

Service was friendly, but incredibly slow! We were the only table there and it took 20+ minutes for 3 rolls to come out. They were out of super white tuna so we ordered yellowtail which tasted strange. The water also tasted really off which I didnt drink after one sip and I will literally drink all restaurant water. 

The rolls were good but covered in sauce. I would say ask for all the sauce on the side. The one with the fried carrots on top was quite good. Another which I forget the name was not. I would only return if I was in the area and would only order a Monica roll!",cKqZk06hmnX3UrEzzfFVkg,2,0,2,3Xz9Y_5RHHoWsnAe0e220Q
1730094,2018-04-14,0,Dc4tY9WKJu_7ImduMDAWlQ,"Wow!!! Is all i can say! We just moved into this area and kept going to an old sushi spot! I can definitely say i have a new favorite spot!!! The sashimi had very thick slices which i love and their Monica, Raiders and Golden Knights rolls are amazing! A must try!",K_h4evMI6uvo0vkszeUeCQ,0,0,5,QhAKfPF02dn2Dvu8Zy7AZw
1814015,2017-12-08,0,Dc4tY9WKJu_7ImduMDAWlQ,"First thing to notice is they are completely empty but we were starving and wanted sushi.

2nd....nobody of Japanese or even Asian descent works there. They are Hispanic. When I asked about this because it is quite odd, the server said it's quite common. I told her I've been eating sushi longer than she's been on the planet and have never ever seen a restaurant with no Japanese servers.

Four of us began to order and a sushi order can have 10-15 different items, but genius Myra thinks she can remember them. I specifically asked her to write them down but she refused. That's when I knew I should have walked out but was with others, and we were in three cars so to go elsewhere would have been complicated.

So genius Myra starts bringing sushi in plates of two. Nobody in this place has any idea that they should put ALL the sushi ordered on one plate, and bring the chicken dish, and bring the rice sides all at the same time.

So while the two men ate the sushi, the ladies just sat there watching them.

Then my veggie sushi arrived, avocado & cucumber, and the cucumber was ice cold while the rice and avocado were room temp making this a strange combo.  I ordered two rolls, but she only brought one.

Then long after all the food was served, I'm like, Myra, where's my Miso soup?? Where's my fried rice. She brought the soup and said the rice was cooking.

After we were ALL finished eating, I said, hey Myra, where is my fried rice? She answered, oh it's cooking elsewhere.  Yeah ok Myra.

I totally call her out on forgetting two of my items because she didn't write them down and she has no reaction to this. She doesn't care at all. No apology. Just a blank stare.

No way no thanks.
The only benefit of this visit was to confirm my intuition that as soon as we were waited on my a non Japanese person and she refused to write out order down, this dinner was doomed.",1JW3rbxP2WpnXYOeMyKEWg,2,0,1,k0VU2CrYHROaHVeAnBfaQg
1829435,2017-12-26,0,Dc4tY9WKJu_7ImduMDAWlQ,"Services is outstanding,  the Pocky roll is a must,  spicy chicken, Pimp my roll,  tiger roll,  teriyaki roll,  scallop crunch roll... And open Christmas day !!",xRhuh3udZytO-jAfHhR6Kg,0,0,5,VKx9PW7HXueelZZaBeTeYg
