,date,funny,business_id,text,user_id,useful,cool,stars,review_id
476349,2015-07-18,1,XRYBvFFBNOUZT5NFqyS53g,The boba milk tea so good ?and the wins so good too ??If spend $66 on your birthday your will get fried chicken wing....,tiBuNfZbCEpOUuAIbj5Vcg,1,0,5,wFC2gGFQnuElKFJ_atmNfg
789360,2016-01-09,0,XRYBvFFBNOUZT5NFqyS53g,Good food and good service. Kung Pao chicken was excellent.  Chicken cashew was also very good.,imv26Oy8qkI_K3_X77Y2Ag,0,0,5,TEEelcUETIfcfRpaNEv2bA
815581,2015-08-12,0,XRYBvFFBNOUZT5NFqyS53g,This is God like! I'm a Chinese and a die hard bbq fan. There bbq and pig ear is legit and you should come and try! My girlfriend and I are loving it!,XQt9AG0nrYN0L5EZ-vhepg,0,0,5,cIwcGPX_-YWw-ST3OPNZnQ
862348,2015-07-21,0,XRYBvFFBNOUZT5NFqyS53g,"Service is good. Food is no expansive at all. My wife and I been here 2 times in 3 days, won't wait too long  to be next time cause it's kinda hard to find Good BBQ around.........",p6WMAR3js2w9arqf1I2T_g,0,0,5,5FGcI5ChhAKS9IGB7Ukacg
1191092,2015-08-08,0,XRYBvFFBNOUZT5NFqyS53g,"Ordered a pork combination plate, with yogurt drink, combo came with soup: delicious, salad: meh, kimchi: meh, and peanuts. 

the entree is pretty good, meat is a little too lean for my taste but I'm not an expert in Hawaiian(?) dish to say anything. 

Yogurt drink is fantastic, perfect for vegas day time. 

Service is prompt and professional. decor is simple and clean.",oA0vRJAzSOyy1c7f-xTEaA,1,1,5,M1yNF0BMzsDcqP5rJ-sT_A
1474095,2016-03-22,0,XRYBvFFBNOUZT5NFqyS53g,Love this place!  Good service Good food! The chicken wing are so delicious.  I also like the tea over there.  We ordered 96 skewers and the price are only 112 total.  I also like the oden.  I had a very good time there. ????????????????????????????????????,WbD7L34UwGrxIMHNCZqi5g,0,0,5,FOB-P9UPs3xBurcGG7SyMg
1568980,2015-07-16,0,XRYBvFFBNOUZT5NFqyS53g,"Great little place for tapas! After BeeGees closed - we have been searching for a place for our skewer fix! This is definitely the place for that! We ordered the lamb skewer which was seasoned with cumin and it was very tender! The chicken heart skewer was also great! 

The crispy taro was on the house! The servers were super sweet! 

The black bean pork ribs was a great deal! Comes with kimchi, soup, salad and rice! 

Definitely come check it out! Worth a try!",DC9yjg6hluUKtBdmvVWiVg,2,0,4,WqjGjyJqhqNcFdDNbPG21A
1751538,2015-07-17,2,XRYBvFFBNOUZT5NFqyS53g,"This place is so good! It's a new place and the atmosphere here is nice. Of all the Chinese BBQ restaurants I've been to, it is by far the best. Why? their BBQ skewers are cheap(er) and are bigger. In the end, I think I ate my Moneys worth.",_rIGf_vRmuol5A-1hjsZPg,2,2,5,cSWodKCfejETMc2UGqVAzQ
1920879,2015-10-03,6,XRYBvFFBNOUZT5NFqyS53g,"Cute spot with cozy, private booths. Menu includes a variety of tapas-sized apps and snacks, plus combination plate specials and boba drinks. I wasn't really impressed with what I tried but would consider coming back for other items.

POKE: $6 app was a flavorful (shoyu?) tuna version, fish was fresh, recommend this dish.
SKEWERS: as every other review states, these are seasoned in an insane amount of cumin. It's like a paste coating every skewer, to the point where you can't even taste the meat. Whoever's in the kitchen needs to chill on the seasoning.
MACARONS: These were a surprise! Ordered them for a small, sweet treat and expected them to be dry and crumbly, as at so many places in Vegas. But the 2 piece lemon flavor was soft, delicate, and had a great punch of citrus flavor! It's completely nuts to come here for more macarons, yet I'm pretty sure that's what will keep them on my radar.

Service was quick, prices are fairly low. The décor is cute and the booths would be great for catching up with a friend or having a more private (but still casual) date. They'll have to improve the food (other than the macarons, obviously) for me to come back, though.",bLbSNkLggFnqwNNzzq-Ijw,6,7,3,ksAMSdT12f14WR1U9Yuj0w
2048327,2015-07-20,1,XRYBvFFBNOUZT5NFqyS53g,Found a great place for the traditional Chinese flavor skewer. Definitely will come back for great tasting food and wonderful service. Oh and this place open until 2AM.,jZT-CREbWyiIAYkUxPx4cg,2,0,5,_36jlvLbRMoApxPShQJFhw
2331788,2015-10-16,0,XRYBvFFBNOUZT5NFqyS53g,"This place far exceeded my expectations. The decor is beautiful. The employees are very attentive and service-oriented. We tried lamb, beef, and sliced potato skewers. The lamb and beef tasted fresh and soft. The potato skewers were well grilled until it turned crispy. Overall this place is awesome. I'll definitely come back.",CocYnXe1tScy9OWjpCNbVQ,2,0,5,pt7W65AYAbN7AYl1r0rNXA
3086364,2015-10-14,1,XRYBvFFBNOUZT5NFqyS53g,"My friends and i tried this restaurant and found that their skewers such as Lotus, Chicken legs taste weird. Fried taro not crispy at all and too hard chew. Singapore Fried Noodle is too salty. Salmon bento is not tasty but acceptable. Rose tea pot is good. We commented to the waiter about the food taste issue we order and hope they can improve it in the future. But the waiter did not accept our comments and said that we did not get use to their cooking. Good luck to everyone if you would like to taste this bad food. We will not go back to this restaurant or recommend to my friend unless they improve their cooking.",6dDd5WAP7k7XK330_B9GsA,1,0,1,7WVNlM9Ch6-o9LvC_0aMdQ
3640134,2015-09-09,0,XRYBvFFBNOUZT5NFqyS53g,"We came in at around 9 at night. The place was difficult for us to find with the lack of lighting illuminating that area of the plaza. The place was decorated nicely, and the booth seating was very comfortable! I think since the booths were draped with these decorative curtains we were not in sight of the server, so we would have to wave him over whenever we needed to be helped. When you order, you mark on a laminated sheet with a dry erase marker. I thought that was pretty clever. Although, I thought I had marked for the chicken katsu musubi, but instead got regular spam musubi. Make sure you are marking the proper one, because you're marking its number rather than it having the name of the dish on the paper. So! Onto the food:

Grilled Squid: 5/5 Good sized portion. Very flavorful, good texture.

Lychee Milk Tea with Boba: 3.5/5 Taste is good, but I'm very picky with my boba texture. Not as squishy as I would have liked. I really liked that the milk tea wasn't super sweet tho. 

Spam Musubi: 5/5 Can't really mess this one up. I noticed that the rice was topped with some sauce. Spam is cooked til warm rather than browned. I know everyone has different versions/preferences, just thought I'd give a description.

Chicken Katsu Musubi: 4/5 A nice spin on musubi. I just wish they had topped it with katsu sauce or had something on the side. Overall, very tasty.

BBQ Beef Skewer: 1.5/5 This was supposed to be free with taking a photo and sharing on Facebook. Ended up charging us. That itself wasn't a big deal, it was very inexpensive anyway. The taste was not good. They put wayyyy to much cumin on the meat, and I love cumin! I just don't want to feel like that was all I am eating. I left .5 because I felt like it was cooked well, the texture of the meat was nice and tender, but I was only able to eat two bites. Even a spoonful of rice didn't cancel it out. 

Service was decent, I give it a 4/5 for it being in Chinatown. They were very polite. 

My boyfriend and I were the only ones here, but this place is fairly new. Overall it was a nice place to have date night! Hopefully the service is still decent when they have more customers in the restaurant.",mQ-kNd1lQxrlacs4T0_gsg,0,0,4,c7rVpZPEmyOniPLulg5-PQ
4127837,2015-09-03,0,XRYBvFFBNOUZT5NFqyS53g,"Really enjoyed the meal I had there a couple of days ago.

I had skewers:  taro, lotus root, chicken claws, and peppers. The chicken was just right--not falling apart, but not tough. Watch out for those peppers. I thought they'd be something milder like shishito, but they were jalapenos. One skewer was two peppers, and you get two skewers per order. Just one pepper was enough for me, though I finished one skewer.

I also ordered the unagi kabayaki.  It was good, but pretty standard. Came with a small side salad and small bowl of kimchi.

I'm planning to go back once the weather cools down to try their oden.",-4JDJeFS0YAYSiSvIshGLQ,0,0,4,OnahAlLfE5juw7TCvWqugQ
4298070,2015-07-19,1,XRYBvFFBNOUZT5NFqyS53g,Love this place! The hubby and I were randomly looking for a place to eat in Vegas and was craving for a bbq street style/yakitori food and we were lucky enough to find it! Newly opened but definitely delicious! Love the service and the great food that is sooo worth the price (big servings)!,84ePDwjmv8QrqT1UVcJZYQ,2,0,5,tXPy1XA7kKnbl_ZLRHKyZw
