,date,funny,business_id,text,user_id,useful,cool,stars,review_id
137621,2014-09-26,4,4VjrVv-PBuG-al5JnUUIGg,"I went to an event where this guy was catering.  Food was standard food-truck cheap tacos on stale, store-bought tortillas.  Of course I got sick the next day really bad as did my wife and kids.  I didn't see any sort of Health Department card at his stand.  Not sure if he's licensed or not.  Never again, Taco Man.  Never again.",MhGqP_htKJRIasS98BBDMg,6,2,1,7604tBeSiGolcTVpHVfJYQ
351972,2016-11-15,0,4VjrVv-PBuG-al5JnUUIGg,We've booked The Taco Man for our church events several times and love them! It was very simple to book a reservation and Omar is easy to work with. The food is amazing and the service is excellent. The flavors are so delicious and everything is fresh!!! I highly recommend them.,Z6fpUedm8sP_kIGbjbM98g,0,0,5,LC8s3eoE5dnSZ4Ld9OlyUg
464339,2016-08-18,0,4VjrVv-PBuG-al5JnUUIGg,"We have used the taco man twice for our parties and they are amazing. I can not recommend them more. Professional, on time, and the food is delicious. The best and most impressive deal in town!!!!!!",K-PpeLlGaslqWVQPaFVzHw,0,0,5,pjhkM7FHGyhtxz2VBvHYZA
513185,2016-04-30,1,4VjrVv-PBuG-al5JnUUIGg,"Normally I never write reviews. This special occasion called for one.

I arranged for Omar to cater a rehearsal dinner for out of town guests for my cousins wedding. I confirmed my appointment with Omar via the telephone and email. The day of the rehearsal dinner Omar was supposed to show up at 1pm to start setting up and cook. By 2pm he was no where to be found. I looked at the reviews here on Yelp and most of the complaints were that he wasn't timely so I gave him the benefit of the doubt. By 3pm Omar still had not arrived. I called Omar and when he answered he had no idea that he even had an event that day. He completely forgot! My family and I had to run to Costco and cook for 50 people in a moments notice. I tried to call him back to maybe see if he could still cook something but he never answers my calls. He purposely avoided all of my calls. Needless to say, Omar is unreliable. I will never use him and do not recommend him for anyone's catering needs.",IjRMcEN_gdCHpA17o7HfeA,11,2,1,vReg-L9_SqASQbdr8DBVGg
655940,2015-07-15,0,4VjrVv-PBuG-al5JnUUIGg,"This was the worse experience ever.  The man was over 2 hours late for delivery at our daughters graduation party.  We ordered $400 worth of food and what he delivered was not even $100 worth of food.  The food looked like it came from another party and he forgot the tortillas!  What kind of Taco Man shows up without tortillas? He did not even apologize for being late. The salsa was not freshly made, the beans looked old, chips were from a bag.  When he left to go to buy some tortillas we called him and asked him to come back and pick up his food and he never even came back.  In the end we got the food for free but we couldn't eat it because we didn't know if/when he was going to come back or how old the food really was.  Will never use this company again.",ddQXQBVs7rfCQhpKGTbKfA,3,0,1,td-pSXuDFj8gqThvO5XdTw
707771,2016-08-18,0,4VjrVv-PBuG-al5JnUUIGg,"Amazing!! Omar was awesome. Arrived on time, everyone raved about the pork tacos and we had plenty left over, will definitely be booking him for any further events that we have.",b2l5p5duLig1Y696jC_qkQ,0,0,5,T4Zmv15faxo3WgbJ_33Zfg
790319,2016-11-04,0,4VjrVv-PBuG-al5JnUUIGg,"We used The Taco Man for a holiday event and it was AWESOME!  Took so much stress off the host and hostess as they do everything for the meal.  And it was great food - extremely flavorful and good meat choices.  They understand the importance of a good sauce to add to each individual's preference of spiciness.  

The one bad thing was their tortilla chips.  I wanted a bit more fresh/homemade style tortilla chip and the ones they brought looked and tasted like store bought blandness.  :(  Tacos make up for it though.  They set up and cleaned up everything!  Would definitely use them again.",7YzTJ_PAJaCVixW7Tl76mA,0,0,4,cB3dFVagprp7-nAnsJ3CMQ
821810,2015-12-11,0,4VjrVv-PBuG-al5JnUUIGg,"The Taco Man was hired on short notice to be our food vendor at a youth racing event in Las Vegas. Omar was willing and able to get the additional permits required by the venue. He and his staff showed up on time and did a phenomenal job over the 4 day event. We had a huge crowd, and they were a bit overwhelmed the first day I think, but they buckled down and provided a simple, but very tasty menu that was enjoyed by all. Huge thanks to Omar and his crew,  I highly recommend them for any event, big or small.",uiEMq3zjeTiSxyszZBh-7w,1,0,5,c2IANW5LHJuTomuCr-gmrg
822873,2017-02-13,0,4VjrVv-PBuG-al5JnUUIGg,"We've had the pleasure of working with the taco man on two separate occasions. One was for a 60 person reunion and the other was for a 100+ person  reception. Easy to work with, affordable, and everyone raved about the tacos (made fresh to order). As the organizer, I didn't have to worry about the details as they brought everything needed including tables, napkins, silverware, and all the yummy fixings! Definitely recommend.",BjY-yqzdr2S86s9FOdhQGA,0,0,5,uERXpHJMSVFZNnf_68swLg
912851,2017-04-02,0,4VjrVv-PBuG-al5JnUUIGg,Taco man is awesome. He does it all. Makes the party easy so you can enjoy your company and not worry about cooking and cleaning. 2nd time I've used tacoman and will do again. Thanks tacoman!!!!,BN4IfiTLhkFSN5-k7XB_Mw,0,0,5,kZZexTsiTfE-3V4tyZ3RZA
1152180,2015-05-28,0,4VjrVv-PBuG-al5JnUUIGg,"Well.... I have had some lengthy discussions with Omar the owner... and we seemed to have worked things out.  Like I said in my original review.. things can't always be perfect and we all have bad days. Omar apologized for being late.  He said that because he added the corn to the menu that he typically did not do, he underestimated the time it would take to cook which caused his schedule to be off. The corn was very good. In the end... he did show up... he did bring what he said he would.  The tacos were very tasty...",qX_tj4351spclOfcaXOWcA,1,1,3,O44E8e-V5p9-CssoD13Qvw
1218963,2014-12-30,0,4VjrVv-PBuG-al5JnUUIGg,I hired them for a work event I did for my residents and they were awesome! Prompt and very nice. The food was great and everyone enjoyed it. Thank you for providing great food for our event! I will definitely be recommending them to some of our other communities around Las Vegas.,hXzpjsTiKZsecdSlHH2QAw,0,1,5,TVTQY4_OdrXD8-YttwJrWg
1227489,2016-12-11,0,4VjrVv-PBuG-al5JnUUIGg,"The Tacoman and his team are the best!  We loved their food, and they did such a great job on our Engagement party!  There team was prompt, courteous, and all of our guests were very happy!  The prices are very reasonable for the amount of food and the service they provide.  I would absolutely recommend them to all of my friends!",IBpaprFP17_p-_awIDP65g,0,0,5,ChQcWqCbBkhTF_0XEt8WOA
