,date,funny,business_id,text,user_id,useful,cool,stars,review_id
6353,2017-10-30,0,Q2pyp7Nb3cD4Br2BOnxUDA,"Caught this food truck the other night at a century link event and had a falafel pita sandwich. It was very tasty and freshly made, nice job guys!",w-yxdljUYJEBLDoteE2njw,0,0,5,M4FezL_IwcR22CV4jgYUpQ
46609,2017-03-13,0,Q2pyp7Nb3cD4Br2BOnxUDA,Best gyro in town. The meat is seasoned perfectly and the rice is succulent and delicious.,dVro3l1dDiQo64dbMWinWg,0,0,5,1ORT1KzXAEa7ZjBjGEbwJA
216985,2017-12-02,0,Q2pyp7Nb3cD4Br2BOnxUDA,Huge gyros for 7$. I first met with delicious Greek Delights when I was in First Friday festival in las levas.I can recommend this place with their yummy baklava.,U6QqH1cPGP6XSEecFjuXdw,0,0,4,HT9jZ05uGRYFzqpBoQtq0w
479373,2017-05-01,0,Q2pyp7Nb3cD4Br2BOnxUDA,I first encountered this food truck at Foodie Fest. Their gyros were amongst the best I've had and I really enjoyed it! Very good portion plenty of meat and sauce.,0tndNtfWQI-XzabOLEMWMA,0,0,5,vV4oypLV45P12rpQM-keEg
554668,2017-08-08,0,Q2pyp7Nb3cD4Br2BOnxUDA,"I write this from a bathroom at Albertsons, reflecting on the life choices that have brought me to this location. It all started when I decided to get lunch from this food truck. As a fan of Greek food, I was so excited at the prospect of enjoying a chicken kabob lunch that I didn't mind standing in line under the grueling Las Vegas sun for 15 minutes to place my order. However, when it was time to place said order, I was informed that my savory kabob dish was no longer available. Saddened, but not deterred, I ordered a rice bowl instead.  By the time I got my order 30 minutes later, my soul was discouraged and my skin was slightly darkened but I still clung to hope at the prospect of a good meal. The rice bowl itself was quite tasty and flavorful with chicken, rice, tomatoes, onions, and feta cheese. Tons of feta cheese. I almost thought it had been worth the 45 minute wait under the sun. But that was before the wrath of Hades had unleashed on my stomach nearly two hours later. I was casually working at my desk when the first ominous grumble hit. I brushed it off, but after a few minutes I realized that there was no escaping this terrible fate. Three trips to the bathroom later, I knew I wasn't going to make it at work until 5 so I left so I could at least suffer in peace at home. Except I didn't make it home either, which is the reason I am now confined in a bathroom stall at Albertsons. Overall, if you don't mind long wait times and Medusa's hair slithering in and wreaking havoc on your intestines, this food is amazing. However if you value your time and your stomach, there are probably better alternatives.",DREJvhgOkStpFTfhNeEW9Q,0,0,1,yFIn9I0rVEReA5ismByjEw
769874,2017-08-06,0,Q2pyp7Nb3cD4Br2BOnxUDA,Best Greek food ever!! Hades gyro to die For! We tried multiple things and were not disappointed.,pMK6PrGBc7Gl3dxSen0aNw,0,0,5,_IW7Kz5AUiwbaG4AIpNu7w
1134305,2018-03-19,0,Q2pyp7Nb3cD4Br2BOnxUDA,"Greek Delights is the best! much better then gyro time! the customer service is spectular, and the owners mike and lois are fabulous! the gyros are fantastic with lots of meat ect, and the prices are worth the trip. yum yum!!",WfR3YxLdXQFfuM29W4TehQ,0,0,5,dOAEGvjWuySAR-_xAFKiyA
1167937,2017-12-29,0,Q2pyp7Nb3cD4Br2BOnxUDA,"This review is for the location inside Walker Furniture. Let me first state that I am NOT a picky eater. I will eat just about anything and like it. This is the second time I ordered from them. I ordered the classic gyro and the Zante fries. 

The service was very good and the guy behind the counter was very nice. However the gyro was very plain nothing spectacular and could not eat more than two bites before I had to toss it. I thought ok, not all is lost and I was looking forward to eating my fries. 

The menu said they would have herbs and spices and feta cheese. No trace of any feta cheese and barely any herbs. On top of that, they were waaaaay undercooked. Sometimes I like a little soggy fry once in a while but not undercooked. I ultimately had to toss them in the trash. 

Overall, pretty disappointed and probably will be my last time there.",1_120oX-hqzvYbZWj3CSXA,0,0,2,ect-mrOIHDQS1aSuWCS5mQ
1429354,2017-05-18,0,Q2pyp7Nb3cD4Br2BOnxUDA,This is hands down the best Greek food in Las Vegas.  The gyro meat is perfectly cooked and the rice is amazing.  I will drive anywhere in the city (and have) to get their food,QYZWXG0oI9-ze9KA_nEqlQ,0,0,5,-OumXhPhLPxEM3JF4HIsiA
1433784,2017-04-22,0,Q2pyp7Nb3cD4Br2BOnxUDA,This is the best food truck I have ever eaten I am Greek it is hard to find good Greek I have searched and searched all over Las Vegas and more the people are friendly and fair down to earth awesome and delicious food.,c-X-PjVBFR8tYKV6LNwm0g,2,0,5,jusuAl6BsUv1-tOr971_XA
