,date,funny,business_id,text,user_id,useful,cool,stars,review_id
76351,2017-11-12,0,DTz6gFeWmdvSEIFGjXpIgQ,Best halal pizza and wings loved it. It was super quick and food was really delicious.,GqExtFkO1J7YW4x29-cOGQ,0,0,5,6JHPrRagoYenE9FKLinGBg
82047,2014-10-13,0,DTz6gFeWmdvSEIFGjXpIgQ,"The food and beer selection is amazing. We met John, the owner, and he couldn't have been more accommodating. Highly, highly recommended.",i8WwmymdJEaha-HZZg-W0Q,1,0,5,u_cH90JfmT8-XqnFfYaSew
83535,2015-04-19,0,DTz6gFeWmdvSEIFGjXpIgQ,Learned they were from Philly. Ordered for carry out. We ordered the large red pizza (pepperoni) and Philly Cheese steak sub. Awsome! You could taste the sub roll was homemade and fresh as well as the pizza dough. The white American cheese made the Cheese steak really tasty. Going to tell all our friends!,ptEgYvJrwx4jTDqoZAVTWQ,0,0,4,35jaSg0RmzknLvHUj-XVPg
117184,2016-09-22,0,DTz6gFeWmdvSEIFGjXpIgQ,Went to Vegas for Labor Day weekend and they took really great care of us here! BEST PIZZA EVER! And I'm a pizza enthusiast! Great hosting and the music that was playing was calm and just what we needed after a day on the strip and before heading to Fremont! Great customer service! Thank you!,xZwa4j68o5bmN_ETPxuOGQ,1,0,5,zW8eECOwKA9WnsUQiOMb2g
124208,2017-11-19,0,DTz6gFeWmdvSEIFGjXpIgQ,"Excellent halal food, friendly staff,should try Steak philly and chicken wings.
Highly recommend!",vcX-Tz4sYM_owXsR5p-Lpw,0,0,5,vtdAKoSrHhEx7oDd5aohEQ
128125,2017-04-26,0,DTz6gFeWmdvSEIFGjXpIgQ,Good pizza would be better with chicken lol thanks for fixing the problem. Sorry for being a dick on the phone,6nVIxmY5M1jCTKvG38OYVA,0,0,5,0qhYlebfQQt-6RnyUjGGYw
139661,2014-08-04,0,DTz6gFeWmdvSEIFGjXpIgQ,"Friendly people  , I got a cheese steak sandwich it was good ,had better  and I even had a slice of pizza ,mmm that was good , you could till it was homemade :) I'll for sure go back for the pizza.",Dgxi4QrG22rj0g6UwePOQg,0,0,3,922a00LJiDRTh2V4MNSUYQ
152556,2014-07-30,0,DTz6gFeWmdvSEIFGjXpIgQ,"AMAZING!! I brought a veggie stromboli home thinking I would have my lunch for a week all taken care of, and all of my rugrats devoured the entire thing that night. If my kids (6) eat me out of house & home, I can just order some pizza from Grinders and use the HUGE pizza boxes for a shelter. The food here is fresh, the pizzas are big and tasty, and the owners are top-shelf when it comes to hospitality and their products. LOVE, LOVE, LOVE this place! A big thanks to John and his crew for always taking care of my family.",ZxMrCmKhQQykQq2snHUBqg,0,0,5,LJJZbCcDD4kNR2KQ7WjHTA
168799,2016-03-05,1,DTz6gFeWmdvSEIFGjXpIgQ,I've been to this location several times and loved the environment. I think it might be under new ownership but the food was so much better before. I use to be able to have a beer while I waited for my food not anymore. They couldn't get my order together and when they did they left out my drink. I just left will not go back there ever again,ypaBfOoR7PJWB-kGRIylrg,0,0,1,ZORIY5A2_dw_ayw5EyrQPw
170384,2015-01-01,0,DTz6gFeWmdvSEIFGjXpIgQ,"I was really excited to order from here, but the pizza was very average! The price of the pizza is definitely not worth the taste. I more than likely will not order from here again. If I do, it won't be pizza.",NphdjrE8H45jEt5GjBo9SQ,1,0,2,kmSsVQ9aLXTj1Tw5Y5Wr8A
