,date,funny,business_id,text,user_id,useful,cool,stars,review_id
431899,2017-05-03,0,D6iaNp68eH0LFx5H1vWBCQ,I was in line watching Mom and child....Mom ordered 3 Meals...Happy point was Watching Mom Keeping child from touching hot metal....And Watching Employee Staying Attentive.  Switched Person from Giving Huge Portions ...Why?,2Ko7ZWDuyI8tbURr5f0zeg,0,0,4,ls1SknOptumg1L2rWNUiBA
569455,2015-06-25,0,D6iaNp68eH0LFx5H1vWBCQ,"Go there at least 3 times a week and never had a bad experience until today. First of all no brown rice, not even steamed or fried. 2 female workers very rude! Been in the hospitality Industry since 08, please coach them.",f0NMey35w7SVv7qJVltsrQ,0,0,1,UMSU3l5wtkEArgnGO_3ZEw
1355641,2016-11-14,0,D6iaNp68eH0LFx5H1vWBCQ,"Had to pick up a party tray for an all of a sudden gathering, I walked in, insanely busy for Sunday night, immediately greeted by young man in glasses, I asked him for party tray of noodles. Quickly had the cook make me a fresh batch. Paid for it & was out in 10 minutes. Great service from this place.",C6lGZL-bmaCwWRvzvIuMtA,0,0,5,yW_FPMdwOPvIxDxJPVWEOg
1369850,2014-02-19,0,D6iaNp68eH0LFx5H1vWBCQ,"Horrible service every single time I come here for my food. But I just love the spicy eggplant tofu, so deal with it. But they are always out of it or just don't make it. They tell me it will be made if I order two orders of it,which I do and wait for 10 mins for it....and then they fill other others with it while I had paid and waited for it. Manger has the worst attitude, and on certain nights there is another young lady that has the worst squeaky accent ever and she talks to you like she is demanding you to order something.....I finally have decided to move on from this place....I just hope corporate re trains their staff In customer service.",xna2IPMqi3uK43X6_9Wu9g,0,0,1,S4R6o79ur1Ze37Ss-vGhNw
1983166,2011-03-15,0,D6iaNp68eH0LFx5H1vWBCQ,Since panda express is a chain its all around so everything is the same. The service was pretty good. They were very friendly and the restaurant was clean,GF8nVcQbFg_lJRLMoegSYQ,0,1,3,k4LLOjqRt7s5XKkv40X3cw
2057013,2018-03-08,0,D6iaNp68eH0LFx5H1vWBCQ,"I don't know who the tiny Hispanic manager is but I am not thrilled with the way he treats his employees and customers alike. Always in a pissy mood, extremely condescending, and makes servers put back portions if they happen to go in excess. I usually enjoy the food and service but lately it's been mostly miss. I always order online ahead of time and go to the pick up counter. They always ask, ""um, what do you want?"" Like? Rude much? It is what it is, I guess.",rwuYKNocwmdgRZliVbYk6A,0,0,2,AuQuIwePypyscqrO09cbEg
2081083,2014-07-08,5,D6iaNp68eH0LFx5H1vWBCQ,"So they were out of brown rice today. There are signs all over the store that say ""we now have brown rice"" and when I go to order it there is none. The cook was laughing when he said it would be 30 minutes until it was ready. Bad customer service.",JYcCYNWs8Ul6ewG5kCYW4Q,5,4,1,iVfMGeZZfJ6VlI7KU4BkfQ
2246236,2017-04-23,0,D6iaNp68eH0LFx5H1vWBCQ,"Last week, I came by to grab a lunch in this Panda Express location.  Let me tell you....they have exceeded my expectations again.  

Before going to the line, I first went to the bathroom. The bathroom was extremely clean and smells super fresh.  I can honestly say that you can eat off the floor.  When I got off the bathroom, the line have gotten longer.  The employees were extremely busy, yet they handled each customers in a professional manners, without loosing their composure.  When it was my turn, the employee greeted me warmly and asked if I wanted fried rice or chow mien.  After choosing fried rice, she then asked me what two entrees I wanted.  I chose Orange Chicken and Walnut Shrimp.  She kindly reminded me that it will extra for the premium entree, and gladly accepted it.  While, one of the employee was scooping my Orange Chicken, she asked me if I wanted some egg rolls or soup.  Though, it was tempting to get them, I felt this was enough for my lunch, so I declined.  Finally, once the entire order was fully gathered by the cashier, she asked me if I would like some condiments like chili sauce or soy sauce, and a drink.  She also kindly asked me if I would like to donate my change (so it rounds up to the nearest dollar), and I happily agreed.

Though, I have mentioned nearly step-by-step of what happened during my visit in Panda Express, it only took me less than 10 minutes from the time I entered the restaurant to the time I left.  This visit only shows how much better the training in Panda Express is.  The food was extremely fresh and flavorful.  The restaurant is spotless.  The employees are efficient and friendly.  At the end, very few fast food chains can compete with Panda Express's freshness of food and quality of service.",AcdWxKTLn-btDIi_g-X2cg,0,0,5,Vxq6OEuglq35NqXd__J9RA
2283439,2018-03-08,0,D6iaNp68eH0LFx5H1vWBCQ,"It's a family tradition ... what can I say. But this location was fast, clean, and friendly. They were kind and attentive to my food allergies. They didn't mind my request for smaller portions. Fresh for fast food. Nice job.",9SVvl5x4lEUTX2wUR-lsSQ,0,0,5,Ls3LcifHkexa3rl6jBK5pQ
2296786,2017-07-30,0,D6iaNp68eH0LFx5H1vWBCQ,"Portion size has decreased. Food doesn't taste the same , flooring is off. Shrimp was dry barley any sauce. Way way way too many onions .
Guess that's how they make it seem like you have food in the small portions.",SYbxvqr_sMJYJUPy5XK8ig,0,0,3,KWcHKe8EvERP9BwZnJfErQ
