,date,funny,business_id,text,user_id,useful,cool,stars,review_id
88035,2017-10-26,0,nKph91qATrPCbJ-QwZjDZw,"Our company comes here to wash all of our cars and they are by far the best of the best in the business. For anyone looking to have their cars super clean for the lowest price, this is the place to go.",ghIZ0m3DFDABY-oNof6fvA,0,0,5,TjHbRAfjBkmK3-w-wcxc3A
282451,2017-10-31,0,nKph91qATrPCbJ-QwZjDZw,"Just Excellent. The owner is there working with employees and they clean your car in such great detail. And last but not least, the price is cheap. Would highly recommend.",EAZZbZOxc7JpRtAImEJdCQ,0,0,5,__4FFnR_dJuxHNZrsPal8g
746120,2017-12-11,0,nKph91qATrPCbJ-QwZjDZw,"Took my car here after a 1500 mile road trip.

No waiting on a Sunday morning at 11 am and the crew did a great job.

I highly recommend this business.",QZnq1t9XJrmc1ytvc-WyVw,0,0,4,V8_fqGvPaYUBHYD1Jnh7Kw
805353,2017-12-18,0,nKph91qATrPCbJ-QwZjDZw,The best car wash I've gotten! They did an excellent job in just under 30 minutes. The owner is very meticulous and makes sure that you leave satisfied with their work. The prices are more than reasonable as well. Highly recommended and will be going back.,ZgkG3Y5yiegS14BOIYUR3A,0,0,5,0PzI8h55ipMry-3M6trk1w
881784,2017-06-04,0,nKph91qATrPCbJ-QwZjDZw,Best car wash in town!! They opened about 6 months ago.The staff is great!! They care about getting your car cleaned !!! Super affordable prices.,qt_cYN7SAZlwBvKjtfa4ZQ,0,0,5,EL6j_9CZ4u8yY1PbxQ5NdA
988725,2018-01-05,0,nKph91qATrPCbJ-QwZjDZw,Great service and quick.  Thorough quality assurance.  A wonderful value and convenient!,yUWcxjiNPwjlZ8kSv1VgQg,0,0,5,b9won285wnKxmjxjZpewsg
1168653,2018-02-26,1,nKph91qATrPCbJ-QwZjDZw,"This crew are absolutely awesome, they are running a real "" restoration hand car wash "", ask for Francisco.
Look at my 12 years old Subaru !! No question ask",D8pziB7_QDQrpvHdG7jxaA,2,1,5,h89unR2HjaPXnmxNlty8dA
1261000,2018-05-10,0,nKph91qATrPCbJ-QwZjDZw,"Totally appreciate their work. My car arrived dusty, grime and dirty inside and out. After 20-30 minutes, I left with a car that looked like it just left the showroom. Well worth the price!",O0xloANO74x5Cl7lvIvm6A,0,0,5,kVeYRE8ysMZJ8gf-l0Z_-w
1283778,2017-07-27,0,nKph91qATrPCbJ-QwZjDZw,I have been searching for a good car wash since I moved here and I have found one!! The guys here are so friendly and awesome. They made sure my car was clean and had me check it out before I left! Decently priced $24 for the inside/ outside and tires. (They may have done more) All I know is my car came out shining and the inside was very clean. Definitely going back!,fTif0A6kIjPh1v8brXraBg,0,0,5,6Ckf7tKISEyi9Mo9hcUvqA
1327390,2018-02-28,0,nKph91qATrPCbJ-QwZjDZw,After all the snow & rain we had here in Las Vegas. I was in need of a good detail. Came here with my GMC Acadia and they did an excellent job. The guys spent an hour making sure the car is to its showroom best. I did the $29 wash and $39 hand wax. I was not disappointed. Will return with my Jeep next,2pN7H-6Sa38MGVRoDPAlyQ,1,0,5,obyaeYB6-vRh1BYkqQ-nrQ
1409800,2017-10-14,0,nKph91qATrPCbJ-QwZjDZw,I'm in Vegas from Cali. Needed a quick wash. Don't let the little building fool you. They did an EXCELLENT job inside & out. For a very good price too! If we were locals this would be our spot.,1LBIlL96PdgNkohWgYlpAg,0,0,5,izePTox-9ySdwj8aOfwQGw
1547892,2018-05-08,0,nKph91qATrPCbJ-QwZjDZw,"Very detail oriented and hard working staff. Chris, the owner, is very professional and made sure that his staff did a good work on my car. The price is reasonable, too. I would definitely come back to this place.",lmtur8YlKwhv5h7eb0XBHg,0,0,5,aTXISUOLM-CzYYkF6JSgrQ
1592572,2018-03-12,0,nKph91qATrPCbJ-QwZjDZw,"Great job you guys! You got me in quickly and you even pushed my car through when you thought I was out of gas haha. Great value, great service, highly recommended! I'll be back for sure.",yLIMPI2t1fYmOFMvbwM7bw,0,0,5,rVUnVlME-G2h2xo3jbucYA
1641783,2018-02-15,0,nKph91qATrPCbJ-QwZjDZw,"Confirming all the other five-star reviews ... Vegas Voyager-approved!!

My car was done in just over 10 minutes. Twenty bucks for an in&out (ie, inside & outside). The only other menu offerings are exterior-only for $12 and a hand wax for $40. Add $5 for SUVs & trucks. Add $10 for Armor-All in&out.

Just seconds after I pulled my car into their bay, four energetic employees swarmed upon my vehicle. And all four stayed at it until it was finished. I noticed one or the other of them back-tracking to double check their own work, door jambs, windows, whatever. 

And, yes, the car looked superb. 

The $20 deal included tire dressing, cleaning the wheels, vacuuming the trunk, etc., items that at other car washes are costly add-ons.

Ok, now the venue itself isn't much to speak of. These guys have commandeered one of those no-touch, robotic cinder-block car wash bays at a Sinclair gas station ... and are using it to do hand washes. Then they do the interior and other details after they drive the car out of the bay. There's nowhere to sit, no music playing, no conveniences of any sort. So I just walked over to the gas station's convenience store about thirty feet away ... and by the time I picked out a drink & snack, my car was all but done.

To quote a former California governor ... I'll be back!

UPDATE: I've now been back for the hand-wax special. That includes the outside only (add $10 for the inside). 

Awesome. Pull-in to drive-a-way was about 25 minutes. 

They are using a liquid squirt-paste wax that hazes (and so requires serious hand-buffing), NOT that 'quickie' liquid spray wax that goes on clear (and wipes off easy). 

At the end of the job, they spotted some overspray from recent paint work ... and worked to try to rub it out with some compound, without me asking. 

While I waited, I saw a very-new gray Corvette drive through for an exterior-only wash. So apparently people with high-end vehicles are quickly coming to trust this venue as well.

Accordingly, this venue is even more highly recommended upon this, my second, visit.",Lb-W21R8P4AdQyljVxY21Q,1,0,5,kpe4ZkYOVrFjylPUer-S7w
1652710,2018-04-08,0,nKph91qATrPCbJ-QwZjDZw,"No complaints, cozy chairs to wait for by the shade and several people cleaning it at the same time helped me leave faster. Really clean inside and out! Definitely coming back",q3hjnUZtSCa6M4BKa_lEww,0,0,5,_2vPdgRf8vHUvkeFwPfJwA
1684775,2018-01-27,0,nKph91qATrPCbJ-QwZjDZw,"Absolutely hands down the best hand car wash in Las Vegas 
Francisco is the man
I take 3 cars to him every week
Its worth it everytime",W8PQBoXqana2l8fJkdJWCA,0,0,5,jpwJOKcW4EZkTsKj8o454w
1811128,2018-07-01,0,nKph91qATrPCbJ-QwZjDZw,"Came here when I just got into town from driving from Northern California. I called the car wash, the owner was very kind and accommodating. I came by and was in and out of the wash within 20 minutes. They pay attention to detail and make sure you are satisfied prior to leaving. Thank you! Highly recommend.",IMVCUrtmzU4T-WCYb7izRw,0,0,5,uzBWAe7bVWeCtbV_-qoZZQ
1997943,2018-06-26,0,nKph91qATrPCbJ-QwZjDZw,They did an excellent job! I've never seen my car this spotless in years. I really recommend them to everyone.,F1rDrQIiAhkBNbdiNCnfhA,0,0,5,rZJHmYjZ5SAKhr-nn2zXuA
2060694,2018-05-12,0,nKph91qATrPCbJ-QwZjDZw,"Looked up the best Car Wash in Vegas on Yelp and this spot turned up as number one. So we drove to it and were kinda surprised to see the set up but I talked to Chris and he was straight up about pricing so I opted for the full service. They went to work and we left the car to them. We went inside the Sinclair station and were treated very well. So we returned outside and were pleasantly suprised about the condition of our vehicle. Every area was meticulously cleaned, checked and rechecked. I cant say enough about the great pricing.  In Cali this type of detail is at least $60. Chris and the crew hooked it up for half that price. 
Botttom line is if you need your ride detailed and dont want to feel like you got fleeced. Take it to Chris.",3cbJDqmXsdREmMDQt_qheQ,1,0,5,9-SthWIo1wWZxUu2nZ-Dhg
2116228,2018-05-18,3,nKph91qATrPCbJ-QwZjDZw,"**Update of Cyber Bullying 5/22/18** I received a very hateful message by a user profile w the name ""clueless"" w zero friends and no pictures (this was an account someone set up for the purpose of sending me some hate mail). They berated me and defended the business, adding in what a great guy the owner is. Told me I am clueless and basically to F off. Obviously this was the work of the owner himself or a friend of his. Wow...so unprofessional!! 

 I'm not sure what all the hype is about. 
I got my car washed here today and I definitely was NOT impressed by this place over any other car wash. 
First of all, the price advertised on the wall for my wash was $20 but they told me it would be $25 because my car was pretty dirty. I have a hatchback so it's like the size of a golf cart, but I agreed to pay the 25 because they insisted it would be a really great, thorough wash. 
When it was done I came out and had to point out at least 10 spots on the outside to the guy that didn't seem very happy that I was pointing out spots to him. Also some spots they missed vacuuming the inside. And, they forgot to put the air freshener in. I still tipped him even though I feel I was overcharged for the wash in the first place. 
Service wasn't that great- I'm not sure if these guys were hung over or just didn't really care about my business but I got no warm and fuzzy or level of professionalism...
I definitely won't return.",QcckMs29Z47tuSyWDCMUlA,5,3,1,zGJftubY4srUsaDGTo947g
2125631,2018-04-20,0,nKph91qATrPCbJ-QwZjDZw,"Amazing job. Took the time to make sure every last drop was gone. 

From the first moment I entered the bay to to when I drove away, they were friendly and attentive. Much attention to detail, inside and out.  

Highly recommend.",d3ehroAw3nhkKsmga1l8Ew,0,2,5,b00y1QKAfTs2coBJqbLHCg
2131044,2018-04-19,0,nKph91qATrPCbJ-QwZjDZw,"They did an awesome job on my new Silverado. This is my new car wash!! 
They pay great attention to make sure I was completely satisfied.",DAKhHhLYYb2MCyrvVG9AdQ,0,0,5,gIW5yZMVscy9TfJnkafupw
2225688,2018-02-13,0,nKph91qATrPCbJ-QwZjDZw,Don't even bother going anywhere else. This is simply the best car wash I've ever been to. Great hand car wash by a team who truly cares about the quality of their work. I'll be back again and again.,15TnqLPhmBetcqDm9LZWgw,0,0,5,ULHM2AjtWaw1ypfhMJhUXA
2343780,2018-03-09,0,nKph91qATrPCbJ-QwZjDZw,They did a great job cleaning my car- clean and efficient. Very friendly staff.,IVNGLOB8BXedxK22IesD6w,0,0,5,lC7z-H69_KvUdFtukB23vw
2344146,2015-08-19,0,nKph91qATrPCbJ-QwZjDZw,Some of the pumps don't work because the screens are smashed. The car wash is open 24 hours which is pretty cool but it doesn't even have it a brush so it's just a wash my water squirting at your car. Also this wise doesn't even have a working LCD screen you just have to assume you entered the code and that you entered the code correctly as you can't see what's going on. If you need a car wash in the middle of the night you might as well go here but if you need a car wash in the middle of the day make sure to avoid this place. It was better inside where it was clean and neat but outside it's kind of ghetto.,HnRG232118dX0_Fchdp8uw,0,0,2,XJksDgQrs7RfFvPnaN-wpw
2387185,2018-04-29,0,nKph91qATrPCbJ-QwZjDZw,This car wash is the best!!! Super fast and detailed work. Great customer service. Francisco and his team are awesome! I can get the exterior of my car cleaned for free at the dealer's but I prefer to go to Sinclair to support these guys. Thank you for your great work!,wNteh3Fx0AhOo_SDC2W9TQ,0,0,5,jnvrK86ygatbcCq53OA6dg
2426420,2018-05-05,0,nKph91qATrPCbJ-QwZjDZw,Great place. Hard workers. They have a good team and the owner is working hard right beside his guys. This is my spot from now on.  Support small business!!,BcYO2EKQFAWwPXZwl7nJwA,0,0,5,fZv1MUnUpXRRL7ZLSV7H0A
