,date,funny,business_id,text,user_id,useful,cool,stars,review_id
7991,2015-10-07,0,EHIUp6lUabQCtQ4SVZitQw,"For 8 bucks you can get a basic sushi roll, your choice of ramen or udon, miso and a salad! The more complicated rolls will cost a little more. Ive ordered the ($8) spicy tuna my first time the ($12) las vegas roll the next. Both were yummy! The salad come with this tasty creamy dressing on it. The miso was flavorful. The Ramen noodles were kind of soggy but we did get our food delivered which took about 45 minutes to an hour. For the price all was definitely worth it.",crXCXgm63hUbpg8mOZpvbA,4,0,5,G_02EuZ7gXZHn9SRPhEW0w
17210,2016-02-22,0,EHIUp6lUabQCtQ4SVZitQw,"????????????????????????????????????????????????????????????????????????????????
????????????????????????????????????????????????????
??????????????????????????????????",MoWeXNN0slgopf8Y1S7o4g,0,0,4,0B5jy_b_D-Z6dNf5iiCK8w
31399,2015-07-01,0,EHIUp6lUabQCtQ4SVZitQw,"I ordered one of the lunch specials at $8, which included an entree, your choice of ramen or udon soup, miso soup w/ a small salad. Not bad at all, especially since I ordered a salmon dish. I also ordered a crunchy roll for $5, for the price I definitely cannot complain. This place is very close to my work and the delivery was very prompt. They did have a $5 delivery fee which I thought was a bit pricey not including tip. But you can't beat the convenience. Will def be coming back for sure! Great for a light healthy lunch!",CfNZau7w35MOlPK3Ch1GGA,1,0,4,11PehfhXRdWBkjjTn-RvBw
41686,2015-08-11,0,EHIUp6lUabQCtQ4SVZitQw,"Great food and large portions for the price. One of their $12 specials gets you 6 pieces of nigiri sushi with udon soup, miso soup and access to the salad bar!",adFFz4TA9sldXASaSsl2hA,0,0,4,C2OojOGiTveJm78J2zAj9Q
75013,2015-08-15,0,EHIUp6lUabQCtQ4SVZitQw,"Good sushi purple rice convenient location by the university 
Weird toppings on the rolls but overall good flavor",kRYmgr7kDV3qFajF6jcdxw,0,0,3,SMbsw7hsx4oaszwYDh7aqQ
76750,2015-09-30,0,EHIUp6lUabQCtQ4SVZitQw,Whenever I have the craving for sushi this is the first place I think about. There staff are friendly and welcoming. I always have a wonderful experience when I come here,vTAkgKGVfJSTsnTfRVR7dA,6,0,5,XNdLeNs0JuU1o7yPBbjXmw
99081,2015-07-17,0,EHIUp6lUabQCtQ4SVZitQw,Place was amazing. We had all you can eat sushi and every dish was even better than the next. We had four large guys at an all you can eat buffet and there was always food at the table. The sushi chef took on our challenge and destroyed us so we bought him a beer or three.,g2sVDz67zM5MIylET4p9bQ,11,0,5,cAUQm8fFmWw_7L0Rob5ZOA
105975,2015-04-09,0,EHIUp6lUabQCtQ4SVZitQw,"this place is right next to unlv so I came to try it out and it's really Gooooood
the place is chill and the workers are aside from that the food is well done and I plan to come here more",P1KP_tDpP1RSqvpyADsDBw,8,0,5,CTgzRfDf3yoyKlL2hCKKpw
118822,2015-06-03,0,EHIUp6lUabQCtQ4SVZitQw,The California roll was the best!! They had such a variety of meals; was definitely worth $8 (the special). I will definitely be coming here!,4BrSIKkG6-t3gv0EEKX7tQ,8,0,5,xujJGtqa0FC2oiI2boAyyA
132827,2015-09-19,0,EHIUp6lUabQCtQ4SVZitQw,"Great food! But if you want refills, ice in your water, or wasabi/ginger, you'll have to ask every time because it won't automatically be brought out. But they bring all of your stuff out fast, so it all balances out. Swaggy Dog roll and salmon teriyaki are yummy!",Q64gi7SPra9EeIRIbrKy2g,0,0,4,eWLtZ3JSoix7JurrsW9GeQ
